Weekday,TimestampDetected,Brand,StoreAddress,InventoryQty
Thursday,2025-09-25 09:33:08,SHENK'S SOUR MASH WHISKEY,"7336 Creedmoor Rd., Raleigh, NC 27613",3
Thursday,2025-09-25 09:33:08,E.H. TAYLOR JR. SMALL BATCH,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Thursday,2025-09-25 09:33:08,BLANTON'S BOURBON,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Thursday,2025-09-25 09:33:08,EAGLE RARE 10Y,"7336 Creedmoor Rd., Raleigh, NC 27613",24
Thursday,2025-09-25 09:33:08,BUFFALO TRACE BOURBON WHISKEY,"7336 Creedmoor Rd., Raleigh, NC 27613",48
Thursday,2025-10-16 09:36:16,BLANTON'S BOURBON,"1420 N Ardendell Dr., Zebulon, NC 27597",6
Thursday,2025-10-16 09:36:16,EAGLE RARE 10Y,"6301 Town Center Dr., Raleigh, NC 27614",6
Thursday,2025-10-16 09:36:16,EAGLE RARE 10Y,"1420 N Ardendell Dr., Zebulon, NC 27597",24
Thursday,2025-10-16 09:36:16,BUFFALO TRACE BOURBON WHISKEY,"2645 Appliance Ct., Raleigh, NC 27604",34
Thursday,2025-10-16 09:36:16,BUFFALO TRACE BOURBON WHISKEY,"6301 Town Center Dr., Raleigh, NC 27614",11
Thursday,2025-10-16 09:36:16,BUFFALO TRACE BOURBON WHISKEY,"1420 N Ardendell Dr., Zebulon, NC 27597",36
Friday,2025-10-17 09:36:16,BLANTON'S BOURBON,"6494 Tryon Rd., Cary, NC 27511",6
Friday,2025-10-17 09:36:16,BLANTON'S BOURBON,"1415 E. Williams St., Apex, NC 27617",6
Friday,2025-10-17 09:36:16,EAGLE RARE 10Y,"6494 Tryon Rd., Cary, NC 27511",24
Friday,2025-10-17 09:36:16,EAGLE RARE 10Y,"1415 E. Williams St., Apex, NC 27617",24
Friday,2025-10-17 09:36:16,BUFFALO TRACE BOURBON WHISKEY,"6494 Tryon Rd., Cary, NC 27511",36
Friday,2025-10-17 09:36:16,BUFFALO TRACE BOURBON WHISKEY,"1415 E. Williams St., Apex, NC 27617",36
Tuesday,2025-10-21 09:40:09,BLANTON'S BOURBON,"7911 ACC Blvd., Raleigh, NC 27617",2
Tuesday,2025-10-21 09:40:09,EAGLE RARE 10Y,"1601-61 Cross Link Rd., Raleigh, NC 27610",16
Tuesday,2025-10-21 09:40:09,EAGLE RARE 10Y,"7911 ACC Blvd., Raleigh, NC 27617",12
Tuesday,2025-10-21 09:40:09,BUFFALO TRACE BOURBON WHISKEY,"1601-61 Cross Link Rd., Raleigh, NC 27610",36
Tuesday,2025-10-21 09:40:09,BUFFALO TRACE BOURBON WHISKEY,"7911 ACC Blvd., Raleigh, NC 27617",8
Wednesday,2025-10-22 09:40:39,BLANTON'S BOURBON,"200 New Rand Road, Garner, NC 27529",3
Wednesday,2025-10-22 09:40:39,EAGLE RARE 10Y,"200 New Rand Road, Garner, NC 27529",17
Wednesday,2025-10-22 09:40:39,EAGLE RARE 10Y,"100 Village Walk Dr., Holly Springs, NC 27540",4
Wednesday,2025-10-22 09:40:39,EAGLE RARE 10Y,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",5
Wednesday,2025-10-22 09:40:39,BUFFALO TRACE BOURBON WHISKEY,"200 New Rand Road, Garner, NC 27529",27
Wednesday,2025-10-22 09:40:39,BUFFALO TRACE BOURBON WHISKEY,"100 Village Walk Dr., Holly Springs, NC 27540",14
Wednesday,2025-10-22 09:40:39,BUFFALO TRACE BOURBON WHISKEY,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",34
Wednesday,2025-10-29 09:40:39,EAGLE RARE 10Y,"4009 Davis Dr., Morrisville, NC 27560",10
Wednesday,2025-10-29 09:40:39,EAGLE RARE 10Y,"1222 New Bern Ave., Raleigh, NC 27401",16
Wednesday,2025-10-29 09:40:39,BUFFALO TRACE BOURBON WHISKEY,"4009 Davis Dr., Morrisville, NC 27560",26
Wednesday,2025-10-29 09:40:39,BUFFALO TRACE BOURBON WHISKEY,"1222 New Bern Ave., Raleigh, NC 27401",34
Thursday,2025-10-30 09:36:51,BLANTON'S BOURBON,"665 Cary Towne Blvd., Cary, NC 27511",3
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"1793 West Williams St., Apex, NC 27502",6
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"665 Cary Towne Blvd., Cary, NC 27511",18
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"1505 Banyon Pl., Wendell, NC 27571",5
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"1793 West Williams St., Apex, NC 27502",12
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"665 Cary Towne Blvd., Cary, NC 27511",23
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"1505 Banyon Pl., Wendell, NC 27571",9
Thursday,2025-10-30 09:36:51,BLANTON'S BOURBON,"3320 Olympia Dr., Raleigh, NC 27603",4
Thursday,2025-10-30 09:36:51,BLANTON'S BOURBON,"1940 Cinema Dr., Fuquay Varina, NC 27526",4
Thursday,2025-10-30 09:36:51,BLANTON'S BOURBON,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Thursday,2025-10-30 09:36:51,BLANTON'S BOURBON,"209 S Salisbury St, Raleigh, NC 27601",6
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"3320 Olympia Dr., Raleigh, NC 27603",23
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"1940 Cinema Dr., Fuquay Varina, NC 27526",21
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",24
Thursday,2025-10-30 09:36:51,EAGLE RARE 10Y,"209 S Salisbury St, Raleigh, NC 27601",24
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"3320 Olympia Dr., Raleigh, NC 27603",36
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"1940 Cinema Dr., Fuquay Varina, NC 27526",36
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",36
Thursday,2025-10-30 09:36:51,BUFFALO TRACE BOURBON WHISKEY,"209 S Salisbury St, Raleigh, NC 27601",36
Thursday,2025-11-06 08:35:12,EAGLE RARE 10Y,"420 Woodburn Rd., Raleigh, NC 27605",2
Thursday,2025-11-06 08:35:12,BUFFALO TRACE BOURBON WHISKEY,"420 Woodburn Rd., Raleigh, NC 27605",32
Friday,2025-11-07 08:35:12,BLANTON'S BOURBON,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Friday,2025-11-07 08:35:12,BLANTON'S BOURBON,"11360 Capital Blvd., Wake Forest, NC 27587",5
Friday,2025-11-07 08:35:12,EAGLE RARE 10Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",23
Friday,2025-11-07 08:35:12,EAGLE RARE 10Y,"11360 Capital Blvd., Wake Forest, NC 27587",23
Friday,2025-11-07 08:35:12,BUFFALO TRACE BOURBON WHISKEY,"7200 Sandy Fork Rd., Raleigh, NC 27609",36
Friday,2025-11-07 08:35:12,BUFFALO TRACE BOURBON WHISKEY,"11360 Capital Blvd., Wake Forest, NC 27587",36
Thursday,2025-11-13 08:39:39,EAGLE RARE 10Y,"7336 Creedmoor Rd., Raleigh, NC 27613",10
Thursday,2025-11-13 08:39:39,BUFFALO TRACE BOURBON WHISKEY,"7336 Creedmoor Rd., Raleigh, NC 27613",28
Thursday,2025-11-13 08:39:39,BLANTON'S BOURBON,"3615 SW Cary Parkway , Cary, NC 27513",2
Thursday,2025-11-13 08:39:39,EAGLE RARE 10Y,"3615 SW Cary Parkway , Cary, NC 27513",6
Thursday,2025-11-13 08:39:39,BUFFALO TRACE BOURBON WHISKEY,"6809 Davis Circle, Raleigh, NC 27612",12
Thursday,2025-11-13 08:39:39,BUFFALO TRACE BOURBON WHISKEY,"3615 SW Cary Parkway , Cary, NC 27513",25
Friday,2025-11-14 08:37:19,OLD FITZGERALD 7Y BIB,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Friday,2025-11-14 08:37:19,E.H. TAYLOR JR. SMALL BATCH,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Friday,2025-11-14 08:37:19,E.H. TAYLOR JR. BARREL PROOF,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Friday,2025-11-14 08:37:19,EAGLE RARE 10Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",22
Friday,2025-11-14 08:37:19,BUFFALO TRACE BOURBON WHISKEY,"7200 Sandy Fork Rd., Raleigh, NC 27609",24
Thursday,2025-11-20 08:35:27,OLD FITZGERALD 7Y BIB,"209 S Salisbury St, Raleigh, NC 27601",6
Thursday,2025-11-20 08:35:27,E.H. TAYLOR JR. SMALL BATCH,"209 S Salisbury St, Raleigh, NC 27601",6
Thursday,2025-11-20 08:35:27,EAGLE RARE 10Y,"2645 Appliance Ct., Raleigh, NC 27604",24
Thursday,2025-11-20 08:35:27,EAGLE RARE 10Y,"6301 Town Center Dr., Raleigh, NC 27614",23
Thursday,2025-11-20 08:35:27,EAGLE RARE 10Y,"7911 ACC Blvd., Raleigh, NC 27617",11
Thursday,2025-11-20 08:35:27,EAGLE RARE 10Y,"100 Village Walk Dr., Holly Springs, NC 27540",2
Thursday,2025-11-20 08:35:27,EAGLE RARE 10Y,"209 S Salisbury St, Raleigh, NC 27601",24
Thursday,2025-11-20 08:35:27,EAGLE RARE 10Y,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",7
Thursday,2025-11-20 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"2645 Appliance Ct., Raleigh, NC 27604",24
Thursday,2025-11-20 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"209 S Salisbury St, Raleigh, NC 27601",24
Thursday,2025-11-20 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",24
Friday,2025-11-21 08:35:27,EAGLE RARE 10Y,"1793 West Williams St., Apex, NC 27502",23
Friday,2025-11-21 08:35:27,EAGLE RARE 10Y,"4501 Vineyard Pine Ln., Rolesville, NC 27571",24
Friday,2025-11-21 08:35:27,EAGLE RARE 10Y,"4009 Davis Dr., Morrisville, NC 27560",24
Friday,2025-11-21 08:35:27,EAGLE RARE 10Y,"1420 N Ardendell Dr., Zebulon, NC 27597",24
Friday,2025-11-21 08:35:27,EAGLE RARE 10Y,"420 Woodburn Rd., Raleigh, NC 27605",8
Friday,2025-11-21 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"1793 West Williams St., Apex, NC 27502",24
Friday,2025-11-21 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"4501 Vineyard Pine Ln., Rolesville, NC 27571",24
Friday,2025-11-21 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"4009 Davis Dr., Morrisville, NC 27560",24
Friday,2025-11-21 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"1420 N Ardendell Dr., Zebulon, NC 27597",24
Friday,2025-11-21 08:35:27,BUFFALO TRACE BOURBON WHISKEY,"420 Woodburn Rd., Raleigh, NC 27605",18
Tuesday,2025-11-25 08:41:12,E.H. TAYLOR JR. BARREL PROOF,"665 Cary Towne Blvd., Cary, NC 27511",6
Tuesday,2025-11-25 08:41:12,EAGLE RARE 10Y,"665 Cary Towne Blvd., Cary, NC 27511",24
Tuesday,2025-11-25 08:41:12,EAGLE RARE 10Y,"1505 Banyon Pl., Wendell, NC 27571",24
Tuesday,2025-11-25 08:41:12,EAGLE RARE 10Y,"3615 SW Cary Parkway , Cary, NC 27513",24
Tuesday,2025-11-25 08:41:12,EAGLE RARE 10Y,"1222 New Bern Ave., Raleigh, NC 27401",24
Tuesday,2025-11-25 08:41:12,BUFFALO TRACE BOURBON WHISKEY,"665 Cary Towne Blvd., Cary, NC 27511",24
Tuesday,2025-11-25 08:41:12,BUFFALO TRACE BOURBON WHISKEY,"1505 Banyon Pl., Wendell, NC 27571",24
Tuesday,2025-11-25 08:41:12,BUFFALO TRACE BOURBON WHISKEY,"3615 SW Cary Parkway , Cary, NC 27513",24
Tuesday,2025-11-25 08:41:12,BUFFALO TRACE BOURBON WHISKEY,"1222 New Bern Ave., Raleigh, NC 27401",24
Wednesday,2025-11-26 08:41:12,EAGLE RARE 10Y,"704 Money Ct., Knightdale, NC 27545",24
Wednesday,2025-11-26 08:41:12,BUFFALO TRACE BOURBON WHISKEY,"6301 Town Center Dr., Raleigh, NC 27614",24
Wednesday,2025-11-26 08:41:12,BUFFALO TRACE BOURBON WHISKEY,"704 Money Ct., Knightdale, NC 27545",24
Friday,2025-11-28 08:34:12,OLD FITZGERALD 7Y BIB,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-11-28 08:34:12,OLD FITZGERALD 7Y BIB,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Friday,2025-11-28 08:34:12,E.H. TAYLOR JR. SMALL BATCH,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-11-28 08:34:12,E.H. TAYLOR JR. SMALL BATCH,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Friday,2025-11-28 08:34:12,E.H. TAYLOR JR. BARREL PROOF,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Friday,2025-11-28 08:34:12,EAGLE RARE 10Y,"3320 Olympia Dr., Raleigh, NC 27603",16
Friday,2025-11-28 08:34:12,EAGLE RARE 10Y,"1940 Cinema Dr., Fuquay Varina, NC 27526",21
Friday,2025-11-28 08:34:12,EAGLE RARE 10Y,"6494 Tryon Rd., Cary, NC 27511",24
Friday,2025-11-28 08:34:12,EAGLE RARE 10Y,"1415 E. Williams St., Apex, NC 27617",24
Friday,2025-11-28 08:34:12,EAGLE RARE 10Y,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",24
Friday,2025-11-28 08:34:12,BUFFALO TRACE BOURBON WHISKEY,"3320 Olympia Dr., Raleigh, NC 27603",19
Friday,2025-11-28 08:34:12,BUFFALO TRACE BOURBON WHISKEY,"1940 Cinema Dr., Fuquay Varina, NC 27526",24
Friday,2025-11-28 08:34:12,BUFFALO TRACE BOURBON WHISKEY,"6494 Tryon Rd., Cary, NC 27511",24
Friday,2025-11-28 08:34:12,BUFFALO TRACE BOURBON WHISKEY,"1415 E. Williams St., Apex, NC 27617",24
Friday,2025-11-28 08:34:12,BUFFALO TRACE BOURBON WHISKEY,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",24
Friday,2025-11-28 08:34:12,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-11-28 08:34:12,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"200 New Rand Road, Garner, NC 27529",4
Wednesday,2025-11-26 08:41:12,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"704 Money Ct., Knightdale, NC 27545",5
Friday,2025-11-28 08:34:12,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Friday,2025-11-28 08:34:12,1792 FULL PROOF BARR SEL (BTB),"1505 Banyon Pl., Wendell, NC 27571",2
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"7200 Sandy Fork Rd., Raleigh, NC 27609",4
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"3320 Olympia Dr., Raleigh, NC 27603",11
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"1940 Cinema Dr., Fuquay Varina, NC 27526",12
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"665 Cary Towne Blvd., Cary, NC 27511",9
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"6494 Tryon Rd., Cary, NC 27511",12
Wednesday,2025-11-26 08:41:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"704 Money Ct., Knightdale, NC 27545",4
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"1415 E. Williams St., Apex, NC 27617",12
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"1505 Banyon Pl., Wendell, NC 27571",2
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",12
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"4009 Davis Dr., Morrisville, NC 27560",5
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"3615 SW Cary Parkway , Cary, NC 27513",4
Friday,2025-11-28 08:34:12,JACK DANIEL'S SINGLE BARREL HERITAGE,"1222 New Bern Ave., Raleigh, NC 27401",11
Friday,2025-11-28 08:34:12,ELIJAH CRAIG 18Y,"1940 Cinema Dr., Fuquay Varina, NC 27526",3
Friday,2025-11-28 08:34:12,ELIJAH CRAIG 18Y,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",3
Tuesday,2025-12-02 08:44:18,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"11360 Capital Blvd., Wake Forest, NC 27587",6
Tuesday,2025-12-02 08:44:18,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Tuesday,2025-12-02 08:44:18,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"6809 Davis Circle, Raleigh, NC 27612",5
Tuesday,2025-12-02 08:44:18,OLD FITZGERALD 7Y BIB,"11360 Capital Blvd., Wake Forest, NC 27587",6
Tuesday,2025-12-02 08:44:18,OLD FITZGERALD 7Y BIB,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Tuesday,2025-12-02 08:44:18,E.H. TAYLOR JR. SMALL BATCH,"11360 Capital Blvd., Wake Forest, NC 27587",6
Tuesday,2025-12-02 08:44:18,E.H. TAYLOR JR. SMALL BATCH,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Tuesday,2025-12-02 08:44:18,E.H. TAYLOR JR. BARREL PROOF,"11360 Capital Blvd., Wake Forest, NC 27587",4
Tuesday,2025-12-02 08:44:18,EAGLE RARE 10Y,"11360 Capital Blvd., Wake Forest, NC 27587",24
Tuesday,2025-12-02 08:44:18,EAGLE RARE 10Y,"1601-61 Cross Link Rd., Raleigh, NC 27610",24
Tuesday,2025-12-02 08:44:18,EAGLE RARE 10Y,"7336 Creedmoor Rd., Raleigh, NC 27613",24
Tuesday,2025-12-02 08:44:18,EAGLE RARE 10Y,"6809 Davis Circle, Raleigh, NC 27612",8
Tuesday,2025-12-02 08:44:18,JACK DANIEL'S SINGLE BARREL HERITAGE,"11360 Capital Blvd., Wake Forest, NC 27587",12
Tuesday,2025-12-02 08:44:18,JACK DANIEL'S SINGLE BARREL HERITAGE,"1601-61 Cross Link Rd., Raleigh, NC 27610",12
Tuesday,2025-12-02 08:44:18,JACK DANIEL'S SINGLE BARREL HERITAGE,"7336 Creedmoor Rd., Raleigh, NC 27613",12
Tuesday,2025-12-02 08:44:18,JACK DANIEL'S SINGLE BARREL HERITAGE,"6809 Davis Circle, Raleigh, NC 27612",12
Tuesday,2025-12-02 08:44:18,ELIJAH CRAIG 18Y,"11360 Capital Blvd., Wake Forest, NC 27587",3
Tuesday,2025-12-02 08:44:18,ELIJAH CRAIG 18Y,"7336 Creedmoor Rd., Raleigh, NC 27613",3
Tuesday,2025-12-02 08:44:18,BUFFALO TRACE BOURBON WHISKEY,"11360 Capital Blvd., Wake Forest, NC 27587",24
Tuesday,2025-12-02 08:44:18,BUFFALO TRACE BOURBON WHISKEY,"1601-61 Cross Link Rd., Raleigh, NC 27610",24
Tuesday,2025-12-02 08:44:18,BUFFALO TRACE BOURBON WHISKEY,"7336 Creedmoor Rd., Raleigh, NC 27613",24
Tuesday,2025-12-02 08:44:18,BUFFALO TRACE BOURBON WHISKEY,"6809 Davis Circle, Raleigh, NC 27612",24
Tuesday,2025-12-02 18:06:25,JACK DANIEL'S SINGLE BARREL HERITAGE,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",6
Thursday,2025-12-11 08:42:02,E.H. TAYLOR SINGLE BARREL BOUR,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Thursday,2025-12-11 08:42:02,E.H. TAYLOR JR. BARREL PROOF,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Thursday,2025-12-11 08:42:02,STAGG BOURBON,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Thursday,2025-12-11 08:42:02,EAGLE RARE 10Y,"2645 Appliance Ct., Raleigh, NC 27604",24
Thursday,2025-12-11 08:42:02,EAGLE RARE 10Y,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",24
Thursday,2025-12-11 08:42:02,JACK DANIEL'S SINGLE BARREL HERITAGE,"2645 Appliance Ct., Raleigh, NC 27604",12
Thursday,2025-12-11 08:42:02,JACK DANIEL'S SINGLE BARREL HERITAGE,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",12
Thursday,2025-12-11 08:42:02,BUFFALO TRACE BOURBON WHISKEY,"2645 Appliance Ct., Raleigh, NC 27604",36
Thursday,2025-12-11 08:42:02,BUFFALO TRACE BOURBON WHISKEY,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",36
Friday,2025-12-12 12:55:52,E.H. TAYLOR SINGLE BARREL BOUR,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Friday,2025-12-12 12:55:52,E.H. TAYLOR JR. BARREL PROOF,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Friday,2025-12-12 12:55:52,STAGG BOURBON,"7336 Creedmoor Rd., Raleigh, NC 27613",6
Friday,2025-12-12 12:55:52,EAGLE RARE 10Y,"3320 Olympia Dr., Raleigh, NC 27603",24
Friday,2025-12-12 12:55:52,EAGLE RARE 10Y,"6494 Tryon Rd., Cary, NC 27511",24
Friday,2025-12-12 12:55:52,EAGLE RARE 10Y,"7336 Creedmoor Rd., Raleigh, NC 27613",24
Friday,2025-12-12 12:55:52,JACK DANIEL'S SINGLE BARREL HERITAGE,"3320 Olympia Dr., Raleigh, NC 27603",12
Friday,2025-12-12 12:55:52,JACK DANIEL'S SINGLE BARREL HERITAGE,"6494 Tryon Rd., Cary, NC 27511",12
Friday,2025-12-12 12:55:52,JACK DANIEL'S SINGLE BARREL HERITAGE,"7336 Creedmoor Rd., Raleigh, NC 27613",12
Friday,2025-12-12 12:55:52,JACK DANIEL'S SINGLE BARREL HERITAGE,"1415 E. Williams St., Apex, NC 27617",12
Friday,2025-12-12 12:55:52,BUFFALO TRACE BOURBON WHISKEY,"3320 Olympia Dr., Raleigh, NC 27603",36
Friday,2025-12-12 12:55:52,BUFFALO TRACE BOURBON WHISKEY,"6494 Tryon Rd., Cary, NC 27511",36
Friday,2025-12-12 12:55:52,BUFFALO TRACE BOURBON WHISKEY,"7336 Creedmoor Rd., Raleigh, NC 27613",36
Friday,2025-12-12 12:55:52,BUFFALO TRACE BOURBON WHISKEY,"1415 E. Williams St., Apex, NC 27617",36
Monday,2025-12-15 00:20:11,E.H. TAYLOR SINGLE BARREL BOUR,"200 New Rand Road, Garner, NC 27529",6
Monday,2025-12-15 00:20:11,E.H. TAYLOR JR. BARREL PROOF,"200 New Rand Road, Garner, NC 27529",6
Monday,2025-12-15 00:20:11,STAGG BOURBON,"200 New Rand Road, Garner, NC 27529",6
Monday,2025-12-15 00:20:11,EAGLE RARE 10Y,"200 New Rand Road, Garner, NC 27529",24
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"2645 Appliance Ct., Raleigh, NC 27604",4
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"3320 Olympia Dr., Raleigh, NC 27603",3
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"665 Cary Towne Blvd., Cary, NC 27511",3
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"200 New Rand Road, Garner, NC 27529",12
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"1601-61 Cross Link Rd., Raleigh, NC 27610",5
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"6494 Tryon Rd., Cary, NC 27511",3
Monday,2025-12-15 00:20:11,JACK DANIEL'S SINGLE BARREL HERITAGE,"1222 New Bern Ave., Raleigh, NC 27401",4
Monday,2025-12-15 00:20:11,BUFFALO TRACE BOURBON WHISKEY,"3320 Olympia Dr., Raleigh, NC 27603",23
Monday,2025-12-15 00:20:11,BUFFALO TRACE BOURBON WHISKEY,"200 New Rand Road, Garner, NC 27529",36
Thursday,2025-12-18 08:41:20,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"6494 Tryon Rd., Cary, NC 27511",6
Wednesday,2025-12-17 08:41:20,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",6
Thursday,2025-12-18 08:41:20,KING OF KENTUCKY,"209 S Salisbury St, Raleigh, NC 27601",7
